text,sentiment,split
"If you lived through the 60s, this film can be at times painful and other times quite joyous. It's all there but the small print in the counter culture tabloids prevalent at the time. These are the roots of a social revolution that is still playing out: ""don't speak too soon for the wheel's still in spin, for the times they are a-changin'"". While the film focuses on the revolutionary nature of LSD and it's dissemination at the time, that alone played a tremendous hand in the evolution of the intelligentsia, influencing engineers, scientists and aiding in the hyper-development of computer related activities. A salute to the filmmakers from one who was there - you've captured the era better than I've seen before.",1,train
"For starters I have always been a fan of the Batman cartoons because the theme is so universal, 'that everyone alive has an alter-ego'. This is true in the Mystery of Batwoman. While the overall story is good I'm disappointed that they haven't really done much for the franchise with this.<br /><br />Throughout the movie, you are trying to find out who the identity of Batwoman is, unfortunately you can find out by easily looking at the cast of credits posted on this website (so if you haven't seen it already don't go there). I was sort of disappointed that they didn't make the movie longer. 75 minutes is way too short for any movie. The secret identity of batwoman also comes far too early in the movie, sort of midway, and becomes anti-climatic afterward because you know the good guys will always win and that the new character known as Batwoman will disappear after the movie is over.<br /><br />I'm also not too sure about the new animation style used in this movie. I love the sleek new characters but there should be some more detail where detail is called for. Some parts of the animation look so awkward and rigid that it grabs your attention right away diverting your attention away from the storyline. I also didn't really like the bright atmosphere used in most of the scenes, it sort of loses its dark and gothic feel which is Batman. Similarly we should've gotten to know more about batwoman's personality so that we can build the same deep compassionate feeling that we do with Bruce Wayne. Also I think the fight with Bane should have been done better. In typical children's fashion the bad guy meets his demise too easily either by tripping, falling, getting electricuted or doing something dumb that works against them. Come to think of it there wasn't even one drop of blood spilled in this movie either.<br /><br />Bottom line, its a good entertaining flick and I recommend anyone who's a Batman fan to watch it. It has good storyline, universal appeal and even great acting to top it off. I just wish that they could have delivered more permanent change to the story by making Batwoman stay to make things more interesting. Not just introduce her and then kick her off once she's done. I'd also like to see someone else figure out the mystery for a change finally. To have some other than Batman solve the mystery and fill him in later with the details.<br /><br />I hope there are more animated movies to come and look forward to the time when we will actually be able to see the breakup between Bruce Wayne and Barbra Gordan. He's been stringing her along forever and doesn't even like her and I can't believe that she was dumb enough to fall in love with someone 20 years older. I also want to see the time when Tim Drake leaves because he is getting sick of the old man. In short I want to see all of the things that led the characters to where they will be in Batman Beyond. Otherwise the same repeated formula will just end it faster than if they just decided to move on with the story.<br /><br />",1,train
"Live Feed is set in some unnamed Chinese/Japanese Asian district somewhere as five American friends, Sarah (Ashley Schappert), Emily (Taayla Markell), Linda (Caroline Chojnacki), Mike (Lee Tichon) & Darren (Rob Scattergood) are enjoying a night on the town & taking in the sights. After a scuffle in a bar with a Japanese Triad boss (Stephen Chang) they decide to check out a porno theatre, as you would. Inside they are separated & quickly find out that the place belongs to the Triad boss who uses it to torture & kill people for reasons which aren't made clear. Can local boy Miles (Kevan Ohtsji) save them?<br /><br />This Canadian production was co-written, produced & directed by Ryan Nicholson who also gets a prosthetic effects designer credit as well, one has to say that Live Feed is another pretty poor low budget shot on a camcorder type horror film that seems to exist only to cash in on the notoriety & success of Hostel (2005) & the mini craze for 'torture porn' as it's become known. According the IMDb's 'Trivia' section for Live Feed writer & director Nicholson wrote it after hearing about certain activities taking place in live sex theatres, for my money I reckon he wrote it after watching Hostel! The script is pretty poor, there is no basic reason given as to why this porno theatre has a big fat ugly freak dressed in bondage gear lurking around torturing & killing people, none. Was it for the Triads? Was it for his pleasure? Was it to make snuff films to sell? Some sort of explanation would have been nice. Also why did he turn on the Triad boss at the end? If your looking for a film with a coherent story then forget about Live Feed. It seemed to me to be some sort of uneasy misjudged mix of sex, S&M, horror, torture, gore & action films which doesn't come off. I mean just setting a horror film in a porn theatre isn't automatically going to make your film any good, there still needs to be a decent script & story, right? The character's were fairly poor clichés & some of their actions & motivations were more than a little bit questionable. It moves along at a reasonable pace, it's fairly sleazy mixing gore, sex & nudity but it does look cheap which lessens the effect.<br /><br />Director Nicholson doesn't do anything special here, the editing is choppy & annoying, he seems to think lighting almost every scene with neon lights is a good idea & the film has a cheap look about it. Available in both 'R' & 'Unrated' versions I saw the shorter cut 'R' version which really isn't that gory but I am prepared to give the benefit of the doubt to the 'Unrated' version & say that it might be much, much gorier but I can't say for sure. There's a fair amount of nudity too if that's your thing. I wouldn't say there's much of an atmosphere or many scares here because there isn't & aren't respectively although it does have a sleazy tone in general which is something it has going for it I suppose.<br /><br />Technically Live Feed isn't terribly impressive, the blood looks a little too watery for my liking & entire scenes bathed in annoying neon lights sometimes makes it hard to tell whats happening, it to often looks like it was shot on a hand-held camcorder & the choppy editing at least on the 'R' rated version is at times an annoying mess. Shot on location in an actual porn theatre somewhere in Vancouver in Canada. The acting is poor, sometimes I couldn't tell if the actresses in this were supposed to be crying or laughing...<br /><br />Live Feed is not a film I would recommend anyone to rush out & buy or rent, I didn't think much of it with it's very weak predictable storyline lacking exposition & which goes nowhere, poor acting & less than impressive gore (at least in the 'R' rated cut anyway). Watch either Hostel films again or instead as they are superior.",0,train
"It was so very long ago (1960), but I have never forgotten this series and often wished it would reappear. So taken with it, I corresponded with Mr. Rathbun, then president of Standard Oil, which sponsored the presentation on PBS. He sent me a photo of the tapestry (actually a charcoal rendering) used behind the credits.<br /><br />To the opening theme music of Bayco's ""Elizabethan Masque,"" my family and I gathered around our black & white TV to drink in Shakespeare's words as spoken by a group of excellent but relatively unknown players (at least to American audiences at the time).<br /><br />We were introduced to such actors as Sean Connery, Dame Judi Dench, Tom Fleming, Patrick Garland, Julian Glover and Robert Hardy. I have continued to enjoy their accomplishments ever since. One of the most interesting things was the way in which the actors continued to age in their respective roles as Shakespeare's ""King"" plays were presented, perhaps for the first time, in chronological order.<br /><br />I wish I could tell those actors just how much that series meant to me.<br /><br />If ""Age of Kings"" could be revived on VHS and/or DVD, it would so please those of us who long to see it again and those who missed it the first time around.<br /><br />GOOD NEWS! PBS HAS JUST ISSUED A DVD OF ""AN AGE OF KINGS""! SEE THEIR JULY 2009 CATALOG, PAGE 19, OR CALL THEM TOLL FREE. I JUST ORDERED MINE!",1,test
"What-ho! This one is jolly good. I say jolly good, ol' chap. Or should I say ""ol' bean""? My mastery of British terminology is a little dusty. Anyway, my biker boots and I walked into this screening with no prior viewing experience of Wallace and Gromit. I'm happy to say that my boots and I walked out pleased to have made their acquaintance.<br /><br />While not as adult-accessible as Toy Story, W & G still manages to be clever enough to provide the grown ups with a little humor that will most definitely soar over the heads of the young 'uns who are too busy guffawing at the Were-rabbit's belches to have any clue that something is amiss. I highly suggest that you pay close attention any time you see books or words on the screen because there are quick glimpses of puns that you'll miss if you aren't paying attention. My favorite is a book of monsters that refers to the Loch Ness Monster as ""tourist trappus."" If you've ever been known to say, ""I can really relate to Kevin Federline,"" or if you're just illiterate then not only will you miss out on these jokes, but you probably should be spending your time learning to read instead of going to movies. Consider this a public service announcement.<br /><br />The most impressive aspect about W & G is its clay animation. Thanks to the tedious process, it took FIVE YEARS to finish the film! According to the press notes, there were some days when the optimum goal was to merely accomplish 10 seconds of completed film. Folks, I sometimes have trouble finding the motivation to finish responding to a handful of emails or adding captions to pictures for my reviews (a point that is proved by a lack of pictures in this review); so I can't even imagine having the required patience for that.<br /><br />I really like the rough, hands-on quality of the claymation figures. The fact that you can see fingerprints in the clay is a nice, personal touch. How can you not be impressed with clay characters that show more expression and emotion than Paul Walker and Keanu Reeves combined? The Curse of the Were-rabbit is, as director Nick Park calls it, the world's first vegetarian horror movie that should entertain both kids and adults alike. Relying on (and as a male who prides himself in his shaggy-haired, cool-bearded masculinity I hesitate to use this word) cute and (oh man, I probably shouldn't use this word either) lovable characters rather than outdated M.C. Hammer references, W & G is proof that DreamWorks can create entertaining animation when it chooses cleverness over the cheap joke.",1,test
"After having seen this show a few times; I am thoroughly offended as a female that there are so many stupid, women out there that fall for this bullshit. Im a little more mature than some of the ""players"" in this show, but am still appalled that the whole dating game has been boiled down to a gameshow: where goofy dudes can score points on their lame ass attempts to pick up chicks. If young guys are watching this and using it as a learning manual: Don't!!!. Save yourself the effort and hire a prostitute if all you are after is a piece of ass. Maybe there are girls out there with the same mind set;but some how I don't think so.",0,test
"This is the kind of movie that wants to be good but sucks. First thing, what the hell are those punk trying to do with the school? I think the kids doesn't seem to realize the gravity of the situation. Deker guy say to the girl that they under his responsibility when she ask why he wants to go back for them but right after this he gives a gun to the wheel chair dude and wants him to go alone repair the phone line. Where is the responsibility there? I understand poor actors must pay their food but why not just give them the money that takes to make a stupid movie like that or give that money to a charity. Oh yea and none of them knows how to aim. The stupid punk guy shoots in the cafeteria nowhere like a crazy. They all want to look professional but they all suck. One more thing I don't believe that there's no emergency exit in the school the kids are trying several doors but they all locked. What happens if there's a fire and the dumass security guard is dead? It is illegal to not have an emergency exit in school. Anyway there's a lot more to say but it would be too long. I spent some time of my life to watch a crap.",0,train
"Mr Perlman gives a standout performance (as usual). Sadly, he has to struggle with an underwritten script and some nonsensical set pieces.<br /><br />Larsen is in ""Die Hard"" mode complete with singlet and bulging muscles, I'm sure he could do better but seems satisfied to grimace and snarl through his part.<br /><br />The lovely Erika is very decorative (even though fully clothed!) and shows some signs of ""getting"" acting at last.<br /><br />SFX are mainly poor CGI and steals from other movies.<br /><br />The shootouts are pitiful - worthy of the A-Team<br /><br />Not even worth seeing for Perlman - AVOID",0,train
"I went in expecting the movie to be completely dumb. With such a low expectation, any form of entertainment would be a pleasant surprise. The soundtrack was the best part of the movie, but poking fun at the nonsense that goes on in singles wards was also amusing.<br /><br />This said, there were many things about The Singles Ward that were completely annoying. The entire film was poorly dubbed and made watching mouths while listening to their voices very irritating. This lack of professionalism was surpassed only by the cameos of Mormon celebrities who have no business acting.<br /><br />This film will do well among Mormondom, especially in college communities where singles ward exist. However the conclusion will offer no hope for the poor losers who find themselves unmarried. (Only the pretty girls in the Singles Ward get married, the fat, ugly ones don't, but all the ugly men do) Ultimately we realize that the whole film was an advertisement for LDSSingles.com",0,train
"This game is an action/adventure with combat. There are quite long periods with no combat but other times, you have to get rid of various kinds of monsters. The monsters are not like anything you would see in real life, and they have to be gotten rid off in order to continue with your quest. The whole game is a quest. You play Adam Randall whose father contacts him from the beyond and asks him to come and save him. The game is from the mid 1990's and has to be played in DOS. I used Dosbox and was able to play the game quite well. The graphics are not as good as some games even of the time, mainly because the resolution is not high and some scenes look quite blocky, but others look batter, but don't let that put you off the game. The game is very imaginative, its long and can make you jump when unexpected monsters appear out of nowhere. Not for young kids who likely wouldn't be interested anyway, but over 13 or 14 might like this game. Its a horror\mystery\action\adventure\combat combination.I thought it was a great game. Its had to find now. maybe Ebay. But remember its a DOS game and you would not be able to play it on todays faster computers. would be hard to play on fast computers unless you use Dosbox. Oh, and the acting is very good too.",1,test
"This working girls go to hell soap is a time capsule candidate, courtesy of its immaculate physical production, 50s costuming (look at all those bows and pearls), creamy Johnny Mathis theme song and oh-so daring (for its time) sexual attitudes. Rona Jaffe's novel, on which the film was based, keeps on being republished, and just a few years ago Vanity Fair actually devoted an article to this delectable bon bon of a movie. Take a look at the new DVD transfer and you'll know why.<br /><br />The three leads - Hope Lange, Diane Baker and Suzy Parker - echo the girls from ""How to Marry A Millonaire"" or Carrie Bradshaw and her friends from ""Sex and the City."" ""Gentlewomen songsters off on a spree..."" Their romantic adventures and sexual entanglements are the stuff of paperback passion: empty caramel corn calories, devoid of nutrition, impossible to resist snacking on. Lange is genuinely touching in her neo-Grace Kelly way, Baker is properly dim and idealistic as a timid virgin who gets (gasp) knocked up by a (hiss) cad. It helps that the cad is played by Robert Evans, the throaty voiced, coke snorting film mogul who surely has lead many an innocent young lamb to the slaughter in his Beverly Hills bedroom.<br /><br />Suzy Parker is fascinating in the first half of the film, all blithe self assurance and knowing remarks. She struts her stuff with the panache of the fashion icon she was in the 50s. Alas, she's not up to where the film sends her: into madness and obsession. But she exudes glamour and savior faire and her acting is at least adequate. One wonders why the critics loathed her, virtually driving her out of movies a few years later. Perhaps an aloof attitude on the part of a good looking woman is just too much to bear. It sank Ali McGraw's career a generation later, and, when you think of it, Ali McGraw and Suzy Parker were basically the same actress.<br /><br />The film's only major flaw is a weak ending. It pretty much collapses into a romantic swoon at the end, rather than rising to a wham bang melodramatic finish, like the other famous soap opera from producer Jerry Wald, ""Peyton Place,"" which had Lana Turner weeping and gnashing her teeth during a rape trial. Here, Hope Lange wanders out onto the New York sidewalk, spots burly, eternally hung over (but now, of course, sober) Stephen Boyd and they simply walk off together...into the sunset, one presumes. Otherwise, this is pretty much the definition of a guilty pleasure.<br /><br />Oh Yes...there's also Joan Crawford, breathing fire at all the young girls and smoking cigarettes while she hisses to her married lover over the phone. And the titles are done in hot pink, with ribbon lettering that recalls the department store ads of the late 50s. Don't miss!",1,test
"Wow. This was probably the worst DCOM ever. I watched the first half hour and I laughed. Brenda Song plays Wendy, the popular girl with the hot jock boyfriend and stuck up friends who is determined to be Homecoming Queen. She is supposed to save the world as a warrior, and Shin comes to her aid to help her with her Martial Arts. Shin teaches her the skills of a snake, tiger, etc. and she has to learn certain techniques to save the world.<br /><br />This movie is great for kids who want to learn about Martial Arts and the Chinese culture but the acting and casting was horrible.<br /><br />Brenda Song is a comedic actress and I can't see her playing a serious role. It was laugh out loud funny watching her cry over Shin. Shin couldn't act at all, and everything was totally unbelievable.<br /><br />I watched this movie and tried to think of something similar, and the thing I came up with was the Power Rangers. This movie is so fake and the stunts were so Power Ranger-esquire that it was just corny and stupid. The characters weren't likable and I just couldn't stand to watch it. Disney really needs to take time to make some decent movies. High School Musical is the only movie that deserves to be on Disney Channel, along with other movies like Jumping Ship, Color of Friendship, Go Figure, Read It and Weep, & Stuck in the Suburbs.<br /><br />If you like action-adventure and corny jokes, you'll like this movie.",0,train
"One IMDb reviewer calls Eaten Alive a passable film for the ""cannibal connoisseur."" Are there such people? I didn't know. But if you are one of them, hey, have a ball. The rest of you might find this tripe a bit hard to swallow (pun intended), even if, like me, you consider yourself a horror film connoisseur. I have been an avid horror fan for about 15 years now, although I never got around to the cannibal subgenre until a few weeks ago, and I guess I owe my short-lived interest in these groan-inducing movies, strangely enough, to China's total disregard for copyright laws. You see, I bought a two-disc DVD collection of all of Wesley Snipes' films for 20 yuan (about $2.75), which turned out to include Last Cannibal World, Mountain of the Cannibal God, Eaten Alive, Cannibal Holocaust, Next, with Nicholas Cage, and something called Voodoo Lagoon, along with Blade 1-3, in Chinese. Nice.<br /><br />Being a second sequel, I immediately got a sinking feeling when the movie opened with a cannibal in street clothes wandering around major American cities, shooting unsuspecting Americans with poison darts and then scrambling away at full speed. Having run out of ways to keep movie cannibals scary, it seems that now they have made their way to the mainland. Later, you may be shocked to learn that this guy is on a ""training exercise."" Lock up your daughters! <br /><br />Before long the movie settles into the old missing sister routine, as a young blonde woman named Sheila begins her own investigation of the disappearance of her sister, who looks nothing like her in any way, but she's willing to spend most of the movie naked so I guess that doesn't matter. It seems that, after shooting one of his victims, the hapless cannibal we met early in the movie, not used to big city life, ran into the road and was struck dead by a moving van. <br /><br />The brilliant police force find a mysterious bit of film on him showing Sheila's sister involved in some bizarre ritual behavior, but other than the film, the guy is a complete mystery. As the piteous police chief laments, ""we know nothing about him except that he's dead!"" Poor guy, he must be getting a headache from all this. I recommend a nap. Luckily, Sheila is the kind of girl who can throw around tens of thousands of dollars like it's nothing in the search for her sister. Perfect for hiring a plucky backwoods guide caricature, since the police are clearly going to be no help.<br /><br />Obviously, nothing new is added to this miniscule sub-genre. Quite the contrary, cannibalism almost seems like a background to a completely different kind of bad movie, about the rescue of a missing person from the dangerous elements. Thickening the plot of that clothesline is not difficult, all you have to do is add in a cartoonish jungle cult of people who follow some guy who calls himself Jonas, who believes in using pain as a way to reunite man with nature, a process they call ""purification."" Personally, I prefer just peeing outside occasionally.<br /><br />One of my favorite parts of the movie is when Sheila is caught by one of the cult members - an overweight guy who looks like he took a three-day weekend from the office to appear in this movie. As he pulls out his trusty medical kit to give her an injection, he warns her, ""If you don't believe in Jonas and purification (through pain), God help you."" He then gives her a shot and, when she winces from the tiny pinch, he politely apologizes to her. I sense a true believer in this guy!<br /><br />As far as the gore, there are plenty of nasty sound effects over random shots of animals getting slaughtered and more than enough disgusting footage of women being cut up and eaten alive, so I guess right there the movie lives up to its name. The acting is astonishingly bad, as can be expected, and interestingly enough, the editing is also spectacularly botched but still strangely effective. <br /><br />Unfortunately, I think you have to be able to relate to people who believe in utterly insane cults in order to relate to anyone in the movie. There are plenty of outlandish religious ceremonies that take place, which make it more and more difficult to understand why Sheila's sister decided to turn her back on normal society. I'm all for individualism and doing your own thing, but come ON. <br /><br />After a while the movie descends even further into your basic, run of the mill escape movie, just before we witness the most wildly inappropriate rendition of Glory, Glory Hallelujah in film history. WOW. <br /><br />Note: in this movie, a woman is raped with a severed snake. If you need any more reason never to watch it, seek professional help. Avoid this mess at all costs.",0,test
"Although there's Flying Guillotines as part of the title of this movie, it has no connections to the original Flying Guillotines (1975) and its sequel Flying Guillotines II (1978). The two originals are masterpieces of kung-fu movie and still stands out as a classic. This is a much inferior copy of the original, and even as a regular kung-fu movie, it's below average.<br /><br />First of all, this movie doesn't have much acting. It's one senseless fight scene after another, and flying guillotine doesn't even play a major part in them. Story is about some Shaolin monks who are tracking down some villains who've took off with a sacred book, and an evil prince who owns part of this book is part of the plot. The same evil prince has plans to lure the monks in and use the flying guillotines on them.<br /><br />There are four movies with Flying Guillotine as part of its title. This in my opinion is of least quality. The design of the flying guillotine in this movie is different from the other three indicating that this movie was produced by a different entity from the other three.<br /><br />The movie has no chemistry asides from being unintentionally funny due to poor production. <br /><br />Best skip this and watch the two originals.",0,train
"In Panic In The Streets Richard Widmark plays U.S. Navy doctor who has his week rudely interrupted with a corpse that contains plague. As cop Paul Douglas properly points out the guy died from two bullets in the chest. That's not the issue here, the two of them become unwilling partners in an effort to find the killers and anyone else exposed to the disease.<br /><br />As was pointed out by any number of people, for some reason director Elia Kazan did not bother to cast the small parts with anyone that sounds like they're from Louisiana. Having been to New Orleans where the story takes place I can personally attest to that. Richard Widmark and his wife Barbara Bel Geddes can be excused because as a Navy doctor he could be assigned there, but for those that are natives it doesn't work.<br /><br />But with plague out there and the news being kept a secret, the New Orleans PD starts a dragnet of the city's underworld. The dead guy came off a ship from Europe and he had underworld connections. A New Orleans wise guy played by Jack Palance jumps to a whole bunch of erroneous conclusions and starts harassing a cousin of the dead guy who is starting to show plague symptoms. Palance got rave reviews in the first film where he received notice.<br /><br />Personally my favorite in this film is Zero Mostel. This happened right before Mostel was blacklisted and around that time he made a specialty of playing would be tough guys who are really toadies. He plays the same kind of role in the Humphrey Bogart film, The Enforcer. Sadly I can kind of identify with Mostel in that last chase scene where he and Palance are being chased down by Widmark, Douglas, and half the New Orleans Police. Seeing the weight challenged Zero trying to keep up with Palance was something else because I'm kind of in Zero's league now in the heft department.<br /><br />Kazan kept the action going at a good clip, there's very little down time in this film. If there was any less it would be an Indiana Jones film. Panic In The Streets won an Oscar for Best Original Screenplay that year.<br /><br />Kazan also made good use of the New Orleans waterfront and the French Quarter. Some of the same kinds of shots are later used in On the Waterfront. In fact Panic In The Streets is about people not squealing when they really should in their own best interest. Very similar again to On the Waterfront.<br /><br />Panic In The Streets does everyone proud who was associated with it. Now why couldn't Elia Kazan get some decent New Orleans sounding people in the small roles.",1,train
"I suppose I'm supposed to take something like this with a grain of salt. These laboratory movies (and, yes, they spend a lot of time in the laboratory), always fail in one dimension: there is an understanding that single people fooling around have uncovered secrets beyond the comprehension of anyone to this time. Of course, they pay a price because their experimenting has the same shortcomings that Dr. Frankenstein's did. There is always something they didn't anticipate. There are so many things from pure science to fashion for young ladies to outrageous cover ups that don't work here. The young woman is certainly fetching and the doctor can't help himself, but he could have been a little bit discreet or even made an effort to shelter what he was doing. Things go wrong and because of this intellect, she gains tremendous power, including an understanding of how she came to be. Rock Hudson looks pretty fit here. He never quite makes it in this role, however. It wanders all over with lots of clichés and silliness which diminishes the basic issue. Once she has her revenge a more suitable thing would be for her to wander off and allow him to seek her out and destroy her in some grand way.",0,test
"The 1960's were a time of change and awakening for most people. Social upheaval and unrest were commonplace as people spoke-out about their views. Racial tensions, politics, the Vietnam War, sexual promiscuity, and drug use were all part of the daily fabric, and the daily news. This film attempted to encapsulate these historical aspects into an entertaining movie, and largely succeeded.<br /><br />In this film, two families are followed: one white, one black. During the first half of the film, the story follows each family on a equal basis through social and family struggles. Unfortunately, the second half of the movie is nearly dedicated to the white family. Admittedly, there are more characters in this family, and the story lines are intermingled, but equal consideration is not given to the racial aspects of this century.<br /><br />On the whole, the acting is well done and historical footage is mixed with color and black and white original footage to give a documentary feel to the movie. The movie is a work of fiction, but clips of well-known historical figures are used to set the time-line.<br /><br />I enjoyed the movie but the situations were predictable and the storyline was one-sided.",0,train
"Only the chosen ones will appreciate the quality of the story and character design of this movie. Superior ancients that dwell in the lands of lore far beyond any average human creature's understanding. This movie pulls the adventure genre into a unique centrifugal magical force of fantasy unto thee mystical crystals of chalice. Stories come and go, but the idea for a good story is to think positive, not negative thoughts. To create a good versus evil battle like never before. Embracing an impounding shimmering process that keeps imagination glowing in one dimension and out the other. Striking a quick flash of energy that transports a human to another world.",1,train
"Clocking in at an interminable three hours and twenty minutes, ""Salaam-e-Ishq"" is a pretty but superficial comic soap opera from India that regales us with six interwoven tales of romantic love (which is at least four tales too many in my estimation).<br /><br />Filmed like a cross between an MTV music video and a Super Bowl beer commercial, the movie is a sprawling mishmash of exotic settings, dazzling colors, sexy showgirls, high-stepping song-and-dance numbers, dream and fantasy sequences, winking character asides, corny dialogue and way-over-the-top comical performances - all pretty much standard-issue stuff when it comes to Bollywood happenings these days. It's an exhausting chore just trying to keep all the characters straight as they dance, prance and preen their way through the incomprehensible storyline.<br /><br />There's plenty for the viewer to feast his eyes on here - not least of all all the drop dead gorgeous women - but he'll need the patience of Job to get him all the way through it.",0,train
"""The missing star"", who competed for the Golden Lion at 2006 Venice Film Festival, is a film that, when you think about, the first adjective that comes to your mind is: intense. Intense looks, intense sequences, this movie's intensity captures the viewer since the very first scenes at the steelworks, in Italy (I couldn't recognize the city, maybe Genoa or even Naples), although the pace is quite slow.<br /><br />Vincenzo Buonavolontà, the male lead, and with him, all the audience, sees a completely different China than a normal Westerner imagines: horrible high-rise building with about 8 hundred flat owners inside, skyscrapers, desolation, fog, scrapers and cranes everywhere, but also the beauty of the Yangtze Kiang river, that will soon become a big lake because of the controversial dike that will wipe a lot of towns out. China is a country under construction, but, under all these colossal public works, there are still poverty, backwardness and unfair laws.<br /><br />We can relate more easily to this story because Gianni Amelio, the expert director, chose two phenomenal leads: Sergio Castellitto, a well-known actor in Italy, and the Chinese surprise Tai Ling, a total unknown girl that gives an as intense interpretation as Castellitto's.<br /><br />The film is not perfect, there are some flaws here and there, but that doesn't mean it's a mediocre film. Try to see it.",1,test
"As a Westerner watching another culture's view and tradition of marriag, I found Just Married mesmerizing and delightful. The idea of marrying a stranger through the mutual arrangement of parents is difficult, especially in this modern age. Yet this is the case in this Hindi film. Told with humor, and fresh perspective, we learn of Abhay and Ritika who have only met once and are now on their traditional five day honeymoon. As said, it is difficult to believe in this cell phone affluent age that such an archaic custom as an arranged marriage still take place. We see the awkwardness that this young couple feels as they come together on their first night, and how they try to forge a bond, even though they do not know one another. We see different views of marriage and commitment as presented by the other couples also on holiday, from a couple of forty years married to others still unsure of making marital commitment. There's song, witty dialog, poignant moments, blending and comparison of new ways and tradition. Watching the movie with subtitles definitely loses some of the trueness of the story, yet it is still a delight to watch. Granted some of the plot is a little trite and the bus incident a bit drawn out and contrived; however the overall movie was worth watching.",1,train
...don't watch it. Here's a hint: tune in to the last 5 minutes and you'll catch her in a bikini. Otherwise you'll just have to sit through the flick and endure her helium-sucking voice view for screen time with the inexplicable Aussie accents of the lost city of Atlantis or wherever the heck she goes to to locate her missing father. We now know why Kathy pursued a non-speaking career of modelling: she couldn't have survived the death-threats from those poor headache-suffering victims who heard her voice for more than 30 seconds. The rest of the story is some kind of weird poorly-lit Mad Max mish-mash.,0,test
"This is a film by Oshima, the director of the notorious ""In The Realm Of The Senses"", a film so sexually brazed and unabashedly controversial it was banned for a while. This film takes place initially in 1895 in Japan and stars the very pretty Keziko Yoshiyuki as Seki, the wife of a rickshaw driver who falls for a much younger man who woos her in kind. That man, Toyoji, comes to her as she was sleeping and seduces her, though she soon is rather willing to be seduced. Soon they are having an affair and plot to kill Seki's husband, to be together forever. They do, and throw him down a well. However, they didn't count on the ghost of the dead husband haunting Seki and others in the village! This film is visually very stunning, the use of shadows highlighting this tale of murder for passion. Ms. Yoshiyuki (who is still active as an actress) is especially very good in her role. Its sexual at times, but not like ""In The Realm Of The Senses"". Some of what ensues is up to our imagination. I found this film to have a consistency of mood that makes it very watchable. A little creepy but that goes with the territory. I'd recommend this.",1,test
"When I rented this movie to watch it, I knew that it was not going to be a mindbender movie. Instead I thought of it as a disbelief of reality where someone is going to get a serious beating. And you know what it worked. Kurt Russel did what I though was a remarkable role in showing the emotionless soldier that he was. I recommend this movie if your out with the boys and want to watch a good action film.",1,train
"Skippy from ""Family Ties"" plays Eddie, a wussy 'metal' nerd who gets picked on. When his favorite wussy 'metal' singer, Sammi Curr, dies, he throws a hissy fit tearing down all the posters on his bedroom wall. But when he later gets an unreleased record that holds the spirit of his dead 'metal' idol. He first gets sucked into ideas of revenge, but then he doesn't want to take it as far as Sammi does. Which isn't really that far as his main victims only seem to go to the hospital. This movie is utterly laughable and has about as much to do with real metal as say, ""Rock Star"". OK, maybe a tad more than that piece of junk, but you get my point. And how ANYone can root for a guy played by Skippy from ""Family Ties"" I haven't a clue. The cameo by Gene Simmons is OK, and Ozzy Osbourne reaches coherency, I applaud him for that, but otherwise skip this one.<br /><br />My Grade: D <br /><br />Eye Candy:Elise Richards gets topless, an a topless extra at a pool party",0,train
"This is another one of those movies that could have been great. The basic premise is good - immortal cat people who kill to live, etc. - sort of a variation on the vampire concept.<br /><br />The thing that makes it all fall apart is the total recklessness of the main characters. Even sociopaths know that you need to keep a low profile if you want to survive - look how long it took to catch the Unibomber, and that was because a family member figured it out.<br /><br />By contrast, the kid (and to a lesser extent, the mom) behave as though they're untouchable. The kid kills without a thought for not leaving evidence or a trail or a living witness. How these people managed to stay alive and undiscovered for a month is unbelievable, let alone decades or centuries.<br /><br />It's really a shame - this could have been so much more if it had been written plausibly, i.e., giving the main characters the level of common sense they would have needed to get by for so long.<br /><br />Other than that, not a bad showing. I loved the bit at the end where every cat in town converges on the house - every time I put out food on the porch and see our cats suddenly rush in from wherever they were before, I think of that scene.",0,train
"Legendary pop star Steve Alaimo (""Don't Let the Sun Catch You Crying"") stars as an unlikable stock car racer whose career has hit the skids (ha ha) because he constantly crashes his car (or as he laments, ""I'm tired of being run down by every grease monkey that gets behind the wheel""). He falls into a bad crowd of humorously inept Nazi bikers, improbably named Jeeter, Banjo, Fats, and, er, Linda. Fats is the most likable of the bunch; he took a surfboard to the back of the skull and now only communicates through grunts, sort of a Harley Davidson Leatherface.<br /><br />Anyway, Steve is fooled by the cops into catching the dastardly crooks in the middle of one of their bank robberies. The gang only robs banks for ""kicks, man"". I guess they give the money to charity. Steve fails constantly, the bikers get greasier, and the whole thing never comes off as daring because it's so dull. This movie looks like it was filmed through a grease-soaked paper towel. Not since ""Necromantic"" has a movie so trampled my soul.<br /><br />The guy who played Fats went on to direct ""Deranged"", the Ed Gein biopic starring Robert Blossom.<br /><br />Anyway, in summary: Wild Rebels: Hilarious on MST3K, dreadful everywhere else.",0,test
